caption,captions
Pepper bell healthy,"A fresh green bell pepper leaf with a smooth, unblemished surface, free of any disease or damage."
Pepper bell healthy,"A healthy Capsicum annuum leaf, showing vibrant green color and no visible abnormalities."
Pepper bell healthy,"A bell pepper leaf glowing under natural sunlight, with a flawless texture and clean appearance."
Pepper bell healthy,"An agricultural image of a healthy bell pepper leaf, ideal for plant disease-free datasets."
Tomato Target Spot,"A tomato leaf with small, dark circular spots, indicative of target spot disease."
Tomato Target Spot,"A tomato leaf infected with Corynespora cassiicola, showing characteristic necrotic lesions."
Tomato Target Spot,"A close-up of a tomato leaf outdoors, damaged by target spot disease with visible dark patches."
Tomato Target Spot,A labeled image of a tomato leaf affected by target spot disease for agricultural datasets.
Tomato mosaic virus,"A tomato leaf with mosaic-like patterns of light and dark green areas, indicative of Tomato mosaic virus."
Tomato mosaic virus,"A tomato plant infected with TMV, showing mottled chlorosis and uneven texture."
Tomato mosaic virus,"A close-up of a tomato leaf outdoors, displaying characteristic mosaic symptoms of TMV."
Tomato mosaic virus,A labeled image of a tomato leaf affected by Tomato mosaic virus for plant health datasets.
Potato healthy,A healthy potato leaf with rich green color and no visible signs of disease or pests.
Potato healthy,"A healthy Solanum tuberosum leaf, exhibiting uniform texture and color, free from damage."
Potato healthy,"A natural outdoor image of a potato leaf, free from spots or discoloration, basking in sunlight."
Potato healthy,A labeled image of a disease-free potato leaf for agricultural health datasets.
Pepper bell Bacterial spot,"A bell pepper leaf showing small, dark, water-soaked spots typical of bacterial spot disease."
Pepper bell Bacterial spot,"A bell pepper leaf infected with Xanthomonas campestris, displaying characteristic lesions with yellow halos."
Pepper bell Bacterial spot,"A healthy green bell pepper leaf with scattered dark spots, photographed in natural light."
Pepper bell Bacterial spot,"A high-resolution image of a bell pepper leaf affected by bacterial spot, designed for plant disease classification."
Tomato YellowLeaf Curl Virus,"A tomato plant leaf curling and yellowing, typical symptoms of Tomato Yellow Leaf Curl Virus."
Tomato YellowLeaf Curl Virus,"A tomato leaf affected by TYLCV, showing chlorotic curling edges and stunted growth."
Tomato YellowLeaf Curl Virus,"A tomato leaf outdoors under sunlight, visibly curling and turning yellow due to virus infection."
Tomato YellowLeaf Curl Virus,An image of a tomato plant leaf with symptoms of Tomato Yellow Leaf Curl Virus for agricultural datasets.
Pepper bell Bacterial spot,"A bell pepper leaf showing small, dark, water-soaked spots typical of bacterial spot disease."
Pepper bell Bacterial spot,"A bell pepper leaf infected with Xanthomonas campestris, displaying characteristic lesions with yellow halos."
Pepper bell Bacterial spot,"A healthy green bell pepper leaf with scattered dark spots, photographed in natural light."
Pepper bell Bacterial spot,"A high-resolution image of a bell pepper leaf affected by bacterial spot, designed for plant disease classification."
Tomato YellowLeaf Curl Virus,"A tomato plant leaf curling and yellowing, typical symptoms of Tomato Yellow Leaf Curl Virus."
Tomato YellowLeaf Curl Virus,"A tomato leaf affected by TYLCV, showing chlorotic curling edges and stunted growth."
Tomato YellowLeaf Curl Virus,"A tomato leaf outdoors under sunlight, visibly curling and turning yellow due to virus infection."
Tomato YellowLeaf Curl Virus,An image of a tomato plant leaf with symptoms of Tomato Yellow Leaf Curl Virus for agricultural datasets.
Tomato Target Spot,"A tomato leaf with small, dark circular spots, indicative of target spot disease."
Tomato Target Spot,"A tomato leaf infected with Corynespora cassiicola, showing characteristic necrotic lesions."
Tomato Target Spot,"A close-up of a tomato leaf outdoors, damaged by target spot disease with visible dark patches."
Tomato Target Spot,A labeled image of a tomato leaf affected by target spot disease for agricultural datasets.
Potato Late blight,"A potato leaf showing dark, water-soaked lesions and a white moldy growth, indicative of late blight."
Potato Late blight,"A potato leaf infected with Phytophthora infestans, displaying necrotic spots and chlorosis."
Potato Late blight,"A potato leaf outdoors, visibly damaged by late blight with large brown patches and wilting."
Potato Late blight,An agricultural dataset image of a potato leaf affected by late blight for disease classification.
Tomato Leaf Mold,A tomato leaf showing yellow spots on the upper surface and moldy growth on the underside.
Tomato Leaf Mold,"A tomato plant infected with Passalora fulva, featuring mold growth and chlorotic lesions."
Tomato Leaf Mold,"A close-up of a tomato leaf damaged by leaf mold, photographed in natural light."
Tomato Leaf Mold,A labeled image of a tomato leaf showing leaf mold symptoms for agricultural datasets.
Tomato healthy,"A vibrant green and healthy tomato leaf with smooth, spotless surface."
Tomato healthy,"A healthy Solanum lycopersicum leaf, free of disease or pests, with a uniform green color."
Tomato healthy,"A fresh tomato leaf outdoors, glowing in sunlight with a smooth and unblemished surface."
Tomato healthy,"A clean and healthy tomato leaf image, perfect for comparison in plant health datasets."
Tomato YellowLeaf Curl Virus,"A tomato plant leaf curling and yellowing, typical symptoms of Tomato Yellow Leaf Curl Virus."
Tomato YellowLeaf Curl Virus,"A tomato leaf affected by TYLCV, showing chlorotic curling edges and stunted growth."
Tomato YellowLeaf Curl Virus,"A tomato leaf outdoors under sunlight, visibly curling and turning yellow due to virus infection."
Tomato YellowLeaf Curl Virus,An image of a tomato plant leaf with symptoms of Tomato Yellow Leaf Curl Virus for agricultural datasets.
Pepper bell healthy,"A fresh green bell pepper leaf with a smooth, unblemished surface, free of any disease or damage."
Pepper bell healthy,"A healthy Capsicum annuum leaf, showing vibrant green color and no visible abnormalities."
Pepper bell healthy,"A bell pepper leaf glowing under natural sunlight, with a flawless texture and clean appearance."
Pepper bell healthy,"An agricultural image of a healthy bell pepper leaf, ideal for plant disease-free datasets."
Tomato YellowLeaf Curl Virus,"A tomato plant leaf curling and yellowing, typical symptoms of Tomato Yellow Leaf Curl Virus."
Tomato YellowLeaf Curl Virus,"A tomato leaf affected by TYLCV, showing chlorotic curling edges and stunted growth."
Tomato YellowLeaf Curl Virus,"A tomato leaf outdoors under sunlight, visibly curling and turning yellow due to virus infection."
Tomato YellowLeaf Curl Virus,An image of a tomato plant leaf with symptoms of Tomato Yellow Leaf Curl Virus for agricultural datasets.
Tomato Early blight,"A tomato leaf with dark brown spots and concentric rings, typical of early blight disease."
Tomato Early blight,"A tomato leaf infected with Alternaria solani, exhibiting characteristic necrotic lesions."
Tomato Early blight,"A tomato leaf outdoors, showing early blight damage with browning and wilting."
Tomato Early blight,A dataset image of a tomato leaf with early blight symptoms for plant disease detection.
Tomato Target Spot,"A tomato leaf with small, dark circular spots, indicative of target spot disease."
Tomato Target Spot,"A tomato leaf infected with Corynespora cassiicola, showing characteristic necrotic lesions."
Tomato Target Spot,"A close-up of a tomato leaf outdoors, damaged by target spot disease with visible dark patches."
Tomato Target Spot,A labeled image of a tomato leaf affected by target spot disease for agricultural datasets.
Tomato Target Spot,"A tomato leaf with small, dark circular spots, indicative of target spot disease."
Tomato Target Spot,"A tomato leaf infected with Corynespora cassiicola, showing characteristic necrotic lesions."
Tomato Target Spot,"A close-up of a tomato leaf outdoors, damaged by target spot disease with visible dark patches."
Tomato Target Spot,A labeled image of a tomato leaf affected by target spot disease for agricultural datasets.
Tomato Bacterial spot,"A tomato leaf with small, water-soaked spots that develop into dark lesions, indicative of bacterial spot."
Tomato Bacterial spot,"A tomato leaf infected with Xanthomonas campestris pv. vesicatoria, showing characteristic spotting."
Tomato Bacterial spot,"A close-up of a tomato leaf under natural light, damaged by bacterial spot disease with dark patches."
Tomato Bacterial spot,"A labeled image of a tomato leaf showing bacterial spot symptoms, suitable for plant disease datasets."
Tomato Septoria leaf spot,"A tomato leaf showing small, circular brown spots with yellow halos, typical of Septoria leaf spot."
Tomato Septoria leaf spot,"A tomato plant leaf infected with Septoria lycopersici, characterized by necrotic lesions and chlorosis."
Tomato Septoria leaf spot,"A tomato leaf outdoors with visible signs of Septoria leaf spot, including small dark spots and wilting."
Tomato Septoria leaf spot,A dataset image of a tomato leaf showing symptoms of Septoria leaf spot for disease identification.
Tomato Late blight,"A tomato leaf showing dark brown lesions and water-soaked edges, symptoms of late blight disease."
Tomato Late blight,"A tomato leaf infected with Phytophthora infestans, featuring characteristic necrotic patches and chlorosis."
Tomato Late blight,"A tomato plant leaf outdoors, visibly damaged by late blight with brown spots and wilting edges."
Tomato Late blight,"A labeled image of a tomato leaf affected by late blight, suitable for agricultural disease datasets."
Potato Early blight,"A potato leaf with concentric brown rings forming lesions, characteristic of early blight."
Potato Early blight,"A potato leaf infected with Alternaria solani, displaying necrotic spots with dark concentric circles."
Potato Early blight,"A potato plant leaf showing early blight damage, including browning and wilting edges."
Potato Early blight,A dataset image of a potato leaf with early blight symptoms for plant disease detection.
Tomato Septoria leaf spot,"A tomato leaf showing small, circular brown spots with yellow halos, typical of Septoria leaf spot."
Tomato Septoria leaf spot,"A tomato plant leaf infected with Septoria lycopersici, characterized by necrotic lesions and chlorosis."
Tomato Septoria leaf spot,"A tomato leaf outdoors with visible signs of Septoria leaf spot, including small dark spots and wilting."
